transcript	chr	gene	strand	start	end
NM_153828.3	chr2	RTN4	-	54972188	55050451
NM_153828.2	chr2	RTN4	-	54972188	55050544
NM_020532.5	chr2	RTN4	-	54972188	55050451
NM_020532.4	chr2	RTN4	-	54972188	55050544
NM_007008.3	chr2	RTN4	-	54972188	55010272
NM_007008.2	chr2	RTN4	-	54972186	55010449
NM_001321904.2	chr2	RTN4	-	54972188	55137831
NM_001321863.2	chr2	RTN4	-	54972188	55047326
NM_001321862.1	chr2	RTN4	-	54972188	55048666
NM_001321861.1	chr2	RTN4	-	54972188	55049691
NM_001321860.1	chr2	RTN4	-	54972188	55050598
NM_001321859.2	chr2	RTN4	-	54972188	55051272
NM_032730.5	chr6	RTN4IP1	-	106570770	106629498
NM_032730.4	chr6	RTN4IP1	-	106571970	106629487
NM_001318746.1	chr6	RTN4IP1	-	106570770	106630491
NM_023004.6	chr22	RTN4R	-	20241414	20268318
NM_023004.5	chr22	RTN4R	-	20241414	20268531
NM_178568.4	chr17	RTN4RL1	-	1934676	2025334
NM_178568.3	chr17	RTN4RL1	-	1934676	2025345
NM_178570.3	chr11	RTN4RL2	+	57460527	57477534
NM_178570.2	chr11	RTN4RL2	+	57460548	57477534
NM_153708.3	chr3	RTP1	+	187197485	187201462
NM_153708.2	chr3	RTP1	+	187197485	187201465
NM_001004312.2	chr3	RTP2	-	187698258	187702557
NM_031440.2	chr3	RTP3	+	46497975	46500950
NM_031440.1	chr3	RTP3	+	46497490	46500949
NM_022147.3	chr3	RTP4	+	187368384	187372076
NM_022147.2	chr3	RTP4	+	187368331	187372076
NM_173821.3	chr2	RTP5	+	241869728	241873823
NM_016039.3	chr14	RTRAF	+	51989545	52010694
NM_173630.4	chr18	RTTN	-	70003030	70205687
NM_173630.3	chr18	RTTN	-	70003792	70205945
NM_001318520.2	chr18	RTTN	-	70003030	70205687
NM_001318520.1	chr18	RTTN	-	70003968	70205700
NM_014687.4	chr3	RUBCN	-	197668866	197736904
NM_014687.2	chr3	RUBCN	-	197675017	197736719
NM_001346873.1	chr3	RUBCN	-	197668866	197736926
NM_001145642.4	chr3	RUBCN	-	197668866	197749699
NM_025113.4	chr13	RUBCNL	-	46341738	46387500
NM_001349772.2	chr13	RUBCNL	-	46341738	46387252
NM_001286766.2	chr13	RUBCNL	-	46341738	46387500
NM_001286765.2	chr13	RUBCNL	-	46341738	46387500
NM_001286764.3	chr13	RUBCNL	-	46341738	46387252
NM_001286763.3	chr13	RUBCNL	-	46341738	46387252
NM_001286762.3	chr13	RUBCNL	-	46341738	46387252
NM_001286761.2	chr13	RUBCNL	-	46341738	46390042
NM_025158.5	chr5	RUFY1	+	179550553	179610012
NM_025158.4	chr5	RUFY1	+	179550557	179610026
NM_001040452.3	chr5	RUFY1	+	179559730	179610012
NM_001040452.2	chr5	RUFY1	+	179559691	179610012
NM_001040451.3	chr5	RUFY1	+	179559730	179610012
NM_001040451.2	chr5	RUFY1	+	179559691	179610011
NM_017987.4	chr10	RUFY2	-	68343517	68407189
NM_001330103.2	chr10	RUFY2	-	68343407	68407277
NM_001278225.1	chr10	RUFY2	-	68377192	68407294
NM_001042417.1	chr10	RUFY2	-	68377192	68407294
NM_014961.5	chr4	RUFY3	+	70721963	70793557
NM_014961.3	chr4	RUFY3	+	70722010	70793557
NM_001345840.2	chr4	RUFY3	+	70734409	70793557
NM_001291994.2	chr4	RUFY3	+	70721963	70793557
NM_001291993.2	chr4	RUFY3	+	70734409	70808619
NM_001291993.1	chr4	RUFY3	+	70734433	70807102
NM_001130709.1	chr4	RUFY3	+	70704936	70789897
NM_001037442.4	chr4	RUFY3	+	70721963	70808619
NM_001037442.3	chr4	RUFY3	+	70721994	70807315
NM_001037442.2	chr4	RUFY3	+	70721994	70807315
NM_198483.3	chr2	RUFY4	+	218069014	218090581
NM_173079.5	chr17	RUNDC1	+	42980564	42995142
NM_173079.2	chr17	RUNDC1	+	42980564	42993690
NM_001321381.3	chr17	RUNDC1	+	42980564	42995142
NM_006695.4	chr17	RUNDC3A	+	44308558	44317870
NM_001144826.1	chr17	RUNDC3A	+	44308558	44317870
NM_001144825.2	chr17	RUNDC3A	+	44308600	44318670
NM_001144825.1	chr17	RUNDC3A	+	44308558	44318671
NM_138290.3	chr7	RUNDC3B	+	87628397	87832296
NM_138290.2	chr7	RUNDC3B	+	87628412	87832296
NM_001134406.2	chr7	RUNDC3B	+	87628397	87832296
NM_001134406.1	chr7	RUNDC3B	+	87628453	87830456
NM_001134405.2	chr7	RUNDC3B	+	87628397	87832296
NM_001754.4	chr21	RUNX1	-	34787800	35049298
NM_001122607.2	chr21	RUNX1	-	34821278	34888699
NM_001122607.1	chr21	RUNX1	-	34821278	34888690
NM_001001890.3	chr21	RUNX1	-	34787800	34888699
NM_001001890.2	chr21	RUNX1	-	34787800	34888690
NM_175636.2	chr8	RUNX1T1	-	91954966	92017680
NM_175635.3	chr8	RUNX1T1	-	91954971	92095230
NM_175635.2	chr8	RUNX1T1	-	91959786	92095215
NM_175634.3	chr8	RUNX1T1	-	91954971	92103385
NM_175634.2	chr8	RUNX1T1	-	91954974	92103226
NM_004349.4	chr8	RUNX1T1	-	91954971	92062634
NM_004349.3	chr8	RUNX1T1	-	91958923	92062963
NM_001198679.1	chr8	RUNX1T1	-	91954966	92095654
NM_001198634.2	chr8	RUNX1T1	-	91954971	92095478
NM_001198634.1	chr8	RUNX1T1	-	91960130	92095611
NM_001198633.1	chr8	RUNX1T1	-	91954966	92103226
NM_001198632.1	chr8	RUNX1T1	-	91954966	92095262
NM_001198631.1	chr8	RUNX1T1	-	91954966	92095654
NM_001198630.2	chr8	RUNX1T1	-	91954971	92095230
NM_001198630.1	chr8	RUNX1T1	-	91954966	92095654
NM_001198629.2	chr8	RUNX1T1	-	91954971	92095230
NM_001198629.1	chr8	RUNX1T1	-	91954966	92095654
NM_001198628.1	chr8	RUNX1T1	-	91954966	92099688
NM_001198627.1	chr8	RUNX1T1	-	91954966	92095654
NM_001198626.1	chr8	RUNX1T1	-	91954966	92095654
NM_001198625.2	chr8	RUNX1T1	-	91954971	92095478
NM_001198625.1	chr8	RUNX1T1	-	91960241	92095613
NM_001369405.1	chr6	RUNX2	+	45422274	45551082
NM_001278478.2	chr6	RUNX2	+	45422274	45551082
NM_001278478.1	chr6	RUNX2	+	45422484	45551079
NM_001024630.4	chr6	RUNX2	+	45328329	45551082
NM_001024630.3	chr6	RUNX2	+	45328368	45551079
NM_001015051.3	chr6	RUNX2	+	45328316	45551082
NM_004350.3	chr1	RUNX3	-	24899510	24930276
NM_004350.2	chr1	RUNX3	-	24899517	24929877
NM_001320672.1	chr1	RUNX3	-	24899510	24965010
NM_001031680.2	chr1	RUNX3	-	24899510	24965010
NM_014328.4	chr1	RUSC1	+	155323936	155331118
NM_001278230.2	chr1	RUSC1	+	155324506	155331114
NM_001278230.1	chr1	RUSC1	+	155324576	155331114
NM_001278229.1	chr1	RUSC1	+	155323936	155331118
NM_001278228.1	chr1	RUSC1	+	155323936	155331118
NM_001278227.1	chr1	RUSC1	+	155323936	155331118
NM_001105205.1	chr1	RUSC1	+	155323936	155331118
NM_001105204.2	chr1	RUSC1	+	155320893	155331114
NM_001105204.1	chr1	RUSC1	+	155320895	155331112
NM_001105203.2	chr1	RUSC1	+	155320893	155331114
NM_001105203.1	chr1	RUSC1	+	155320926	155331114
NM_014806.5	chr9	RUSC2	+	35490110	35561895
NM_014806.2	chr9	RUSC2	+	35490126	35561892
NM_001330740.2	chr9	RUSC2	+	35490110	35561895
NM_001135999.1	chr9	RUSC2	+	35538631	35561898
NM_003707.3	chr3	RUVBL1	-	128080809	128123812
NM_003707.2	chr3	RUVBL1	-	128080959	128123824
NM_001319086.1	chr3	RUVBL1	-	128064784	128153914
NM_001319084.2	chr3	RUVBL1	-	128080809	128123812
NM_006666.3	chr19	RUVBL2	+	48993886	49015970
NM_006666.1	chr19	RUVBL2	+	48993447	49015995
NM_001321191.1	chr19	RUVBL2	+	48993447	49015995
NM_001321190.2	chr19	RUVBL2	+	48993886	49015970
NM_016104.4	chr6	RWDD1	+	116571503	116597675
NM_016104.3	chr6	RWDD1	+	116571488	116593588
NM_015952.4	chr6	RWDD1	+	116571503	116597675
NM_015952.3	chr6	RWDD1	+	116571366	116597675
NM_001007464.3	chr6	RWDD1	+	116571503	116597675
NM_033411.5	chr6	RWDD2A	+	83193356	83198935
NM_033411.4	chr6	RWDD2A	+	83193378	83198932
NM_001322339.2	chr6	RWDD2A	+	83193356	83198935
NM_001322337.2	chr6	RWDD2A	+	83193356	83198935
NM_001322336.2	chr6	RWDD2A	+	83193356	83198935
NM_001322335.2	chr6	RWDD2A	+	83193356	83198935
NM_016940.3	chr21	RWDD2B	-	29004383	29019349
NM_016940.2	chr21	RWDD2B	-	29004383	29019378
NM_001320724.1	chr21	RWDD2B	-	29005758	29019371
NM_015485.5	chr1	RWDD3	+	95234209	95247225
NM_001278248.1	chr1	RWDD3	+	95234154	95247225
NM_001278247.1	chr1	RWDD3	+	95234154	95247225
NM_001199682.1	chr1	RWDD3	+	95234154	95247225
NM_001128142.1	chr1	RWDD3	+	95234154	95247225
NM_152682.4	chr4	RWDD4	-	183639634	183659185
NM_152682.3	chr4	RWDD4	-	183639634	183659225
NM_152682.2	chr4	RWDD4	-	183639634	183659225
NM_001307922.2	chr4	RWDD4	-	183639634	183659185
NM_021634.4	chr4	RXFP1	+	158521881	158653372
NM_021634.3	chr4	RXFP1	+	158521725	158653372
NM_001363776.1	chr4	RXFP1	+	158521713	158653372
NM_001253733.1	chr4	RXFP1	+	158521713	158653372
NM_001253732.2	chr4	RXFP1	+	158521881	158653372
NM_001253730.1	chr4	RXFP1	+	158521713	158653372
NM_001253729.2	chr4	RXFP1	+	158521881	158653372
NM_001253729.1	chr4	RXFP1	+	158521976	158652055
NM_001253728.2	chr4	RXFP1	+	158521881	158653372
NM_001253727.1	chr4	RXFP1	+	158521713	158653372
NM_130806.5	chr13	RXFP2	+	31739525	31803389
NM_130806.3	chr13	RXFP2	+	31739541	31803388
NM_001166058.1	chr13	RXFP2	+	31739541	31802872
NM_016568.3	chr5	RXFP3	+	33936385	33938918
NM_181885.2	chr1	RXFP4	+	155941688	155942834
NM_002957.6	chr9	RXRA	+	134326454	134440585
NM_002957.5	chr9	RXRA	+	134326579	134437019
NM_001291921.2	chr9	RXRA	+	134406559	134440585
NM_001291920.1	chr9	RXRA	+	134379294	134440586
NM_021976.5	chr6	RXRB	-	33193587	33200665
NM_001291989.1	chr6	RXRB	-	33193584	33200853
NM_001270401.2	chr6	RXRB	-	33193587	33200665
NM_001270401.1	chr6	RXRB	-	33193587	33200614
NM_006917.5	chr1	RXRG	-	165400921	165445126
NM_006917.4	chr1	RXRG	-	165400916	165445196
NM_001256571.2	chr1	RXRG	-	165400921	165424984
NM_001256570.1	chr1	RXRG	-	165400921	165445355
NM_014254.3	chr12	RXYLT1	+	63779908	63809562
NM_001278237.1	chr12	RXYLT1	+	63780125	63809558
NM_012234.6	chr3	RYBP	-	72374592	72446623
NM_002958.3	chr3	RYK	-	134157133	134250744
NM_001005861.2	chr3	RYK	-	134157133	134250744
NM_001042723.2	chr19	RYR1	+	38433690	38587564
NM_001042723.1	chr19	RYR1	+	38433698	38587564
NM_000540.3	chr19	RYR1	+	38433690	38587564
NM_000540.2	chr19	RYR1	+	38433829	38587420
NM_001035.3	chr1	RYR2	+	237042183	237833988
NM_001035.2	chr1	RYR2	+	237042204	237833988
NM_001243996.3	chr15	RYR3	+	33310966	33866121
NM_001243996.1	chr15	RYR3	+	33310961	33866101
NM_001036.5	chr15	RYR3	+	33310966	33866121
NM_001036.4	chr15	RYR3	+	33310975	33866102
NM_001036.3	chr15	RYR3	+	33310975	33866102
NM_006271.2	chr1	S100A1	+	153628433	153632039
NM_006271.1	chr1	S100A1	+	153628396	153632037
NM_002966.3	chr1	S100A10	-	151982914	151993859
NM_002966.2	chr1	S100A10	-	151982914	151994390
NM_005620.2	chr1	S100A11	-	152032505	152037004
NM_005620.1	chr1	S100A11	-	152032505	152037035
NM_005621.2	chr1	S100A12	-	153373710	153375621
NM_005621.1	chr1	S100A12	-	153373705	153375649
NM_005979.2	chr1	S100A13	-	153618798	153628239
NM_001024213.1	chr1	S100A13	-	153618798	153627048
NM_001024212.1	chr1	S100A13	-	153618798	153627268
NM_001024211.1	chr1	S100A13	-	153618798	153627641
NM_001024210.2	chr1	S100A13	-	153618798	153634361
NM_001024210.1	chr1	S100A13	-	153618803	153634092
NM_020672.3	chr1	S100A14	-	153614254	153616325
NM_020672.2	chr1	S100A14	-	153614257	153616332
NM_080388.3	chr1	S100A16	-	153606885	153613137
NM_080388.1	chr1	S100A16	-	153606885	153613083
NM_001317008.1	chr1	S100A16	-	153606882	153609355
NM_001317007.1	chr1	S100A16	-	153606882	153609355
NM_005978.4	chr1	S100A2	-	153561107	153565844
NM_005978.3	chr1	S100A2	-	153561107	153565865
NM_001366407.1	chr1	S100A2	-	153561107	153565844
NM_001366406.1	chr1	S100A2	-	153561107	153563887
NM_002960.2	chr1	S100A3	-	153547328	153549258
NM_002960.1	chr1	S100A3	-	153547328	153549372
NM_019554.3	chr1	S100A4	-	153543620	153545806
NM_019554.2	chr1	S100A4	-	153543612	153545802
NM_002961.3	chr1	S100A4	-	153543620	153545806
NM_002961.2	chr1	S100A4	-	153543612	153545885
NM_002962.1	chr1	S100A5	-	153537146	153541765
NM_014624.4	chr1	S100A6	-	153534598	153535991
NM_014624.3	chr1	S100A6	-	153534598	153536222
NM_002963.4	chr1	S100A7	-	153457743	153460651
NM_002963.3	chr1	S100A7	-	153457743	153460701
NM_176823.4	chr1	S100A7A	+	153416519	153423222
NM_176823.3	chr1	S100A7A	+	153416523	153423225
NM_001045479.1	chr1	S100A7L2	-	153437057	153439949
NM_002964.5	chr1	S100A8	-	153390031	153391073
NM_002964.4	chr1	S100A8	-	153390031	153391188
NM_001319201.1	chr1	S100A8	-	153390031	153390976
NM_001319198.1	chr1	S100A8	-	153390031	153422583
NM_001319197.1	chr1	S100A8	-	153390031	153391188
NM_001319196.1	chr1	S100A8	-	153390031	153391188
NM_002965.4	chr1	S100A9	+	153357853	153361023
NM_002965.3	chr1	S100A9	+	153357853	153361027
NM_006272.3	chr21	S100B	-	46598603	46605082
NM_006272.2	chr21	S100B	-	46598961	46605208
NM_004057.3	chrX	S100G	+	16650157	16654670
NM_005980.3	chr4	S100P	+	6693877	6697170
NM_005980.2	chr4	S100P	+	6693068	6697169
NM_022753.4	chr1	S100PBP	+	32817652	32858875
NM_022753.3	chr1	S100PBP	+	32817554	32858879
NM_001256121.1	chr1	S100PBP	+	32817441	32858879
NM_130772.4	chr5	S100Z	+	76850013	76921650
NM_130772.3	chr5	S100Z	+	76850098	76921650
NM_001400.5	chr1	S1PR1	+	101237018	101241518
NM_001400.4	chr1	S1PR1	+	101236887	101241518
NM_001320730.1	chr1	S1PR1	+	101236748	101241520
NM_004230.4	chr19	S1PR2	-	10221432	10231331
NM_004230.3	chr19	S1PR2	-	10221432	10231272
NM_005226.4	chr9	S1PR3	+	88991467	89005155
NM_005226.3	chr9	S1PR3	+	88991446	89005010
NM_003775.4	chr19	S1PR4	+	3178768	3180332
NM_003775.3	chr19	S1PR4	+	3178767	3180332
NM_030760.5	chr19	S1PR5	-	10512741	10517447
NM_030760.4	chr19	S1PR5	-	10512741	10517450
NM_001166215.2	chr19	S1PR5	-	10512741	10517965
NM_199161.5	chr11	SAA1	+	18266263	18269967
NM_199161.4	chr11	SAA1	+	18266173	18269974
NM_199161.3	chr11	SAA1	+	18266173	18269974
NM_001178006.2	chr11	SAA1	+	18266224	18269977
NM_001178006.1	chr11	SAA1	+	18266259	18269967
NM_000331.5	chr11	SAA1	+	18266224	18269977
NM_030754.5	chr11	SAA2	-	18245239	18248668
NM_030754.4	chr11	SAA2	-	18245227	18248643
NM_001127380.3	chr11	SAA2	-	18238235	18248668
NM_001127380.2	chr11	SAA2	-	18239222	18248643
NM_001199744.2	chr11	SAA2-SAA4	-	18231354	18248668
NM_001199744.1	chr11	SAA2-SAA4	-	18231422	18248635
NM_006512.4	chr11	SAA4	-	18231354	18236802
NM_006512.3	chr11	SAA4	-	18231348	18236893
NM_138421.3	chr11	SAAL1	-	18080291	18106082
NM_138421.2	chr11	SAAL1	-	18080291	18106091
NM_013299.4	chr11	SAC3D1	+	65041209	65044828
NM_013299.3	chr11	SAC3D1	+	65040903	65044827
NM_001367488.1	chr11	SAC3D1	+	65041209	65044828
NM_001367487.1	chr11	SAC3D1	+	65040932	65044828
NM_001367486.1	chr11	SAC3D1	+	65041209	65044828
NM_001367485.1	chr11	SAC3D1	+	65040932	65044828
NM_014016.5	chr3	SACM1L	+	45689395	45745409
NM_014016.4	chr3	SACM1L	+	45689261	45745424
NM_014016.3	chr3	SACM1L	+	45689261	45745424
NM_001319073.2	chr3	SACM1L	+	45689395	45745409
NM_001319072.2	chr3	SACM1L	+	45689395	45745409
NM_001319071.2	chr3	SACM1L	+	45689395	45745409
NM_014363.6	chr13	SACS	-	23328829	23433702
NM_014363.5	chr13	SACS	-	23328822	23433728
NM_001278055.2	chr13	SACS	-	23328829	23375508
NM_001278055.1	chr13	SACS	-	23328829	23368444
NM_005500.3	chr19	SAE1	+	47130834	47210636
NM_005500.2	chr19	SAE1	+	47130862	47210191
NM_001145714.2	chr19	SAE1	+	47130834	47210636
NM_001145713.2	chr19	SAE1	+	47130834	47210636
NM_001145713.1	chr19	SAE1	+	47130828	47210636
NM_002967.4	chr19	SAFB	+	5623082	5668478
NM_002967.3	chr19	SAFB	+	5623098	5668478
NM_001320572.2	chr19	SAFB	+	5623082	5668478
NM_001320571.2	chr19	SAFB	+	5623082	5668478
NM_001320571.1	chr19	SAFB	+	5623034	5668349
NM_001201340.2	chr19	SAFB	+	5623082	5668478
NM_001201340.1	chr19	SAFB	+	5623138	5668327
NM_001201339.2	chr19	SAFB	+	5623082	5668478
NM_001201339.1	chr19	SAFB	+	5623117	5668466
NM_001201338.2	chr19	SAFB	+	5623082	5668478
NM_001201338.1	chr19	SAFB	+	5623152	5668326
NM_014649.3	chr19	SAFB2	-	5586998	5622776
NM_014649.2	chr19	SAFB2	-	5586998	5622980
NM_000541.5	chr2	SAG	+	233307815	233347055
NM_000541.4	chr2	SAG	+	233307820	233347055
NM_018666.3	chrX	SAGE1	+	135893715	135913062
NM_002968.3	chr16	SALL1	-	51135981	51151270
NM_002968.2	chr16	SALL1	-	51135974	51151275
NM_001127892.1	chr16	SALL1	-	51135974	51150597
NM_005407.3	chr14	SALL2	-	21521079	21537121
NM_001364564.1	chr14	SALL2	-	21521079	21526346
NM_001291447.2	chr14	SALL2	-	21521079	21526346
NM_001291446.2	chr14	SALL2	-	21521079	21537121
NM_001291446.1	chr14	SALL2	-	21521621	21536902
NM_171999.3	chr18	SALL3	+	78980274	78998969
NM_020436.5	chr20	SALL4	-	51782330	51802521
NM_020436.4	chr20	SALL4	-	51782330	51802520
NM_020436.3	chr20	SALL4	-	51784041	51802520
NM_001318031.2	chr20	SALL4	-	51782330	51802521
NM_138352.3	chr19	SAMD1	-	14087850	14090751
NM_138352.2	chr19	SAMD1	-	14087839	14090708
NM_138352.1	chr19	SAMD1	-	14087839	14090708
NM_080621.5	chr20	SAMD10	-	63974115	63979642
NM_080621.4	chr20	SAMD10	-	63974112	63979642
NM_152486.3	chr1	SAMD11	+	925730	944574
NM_152486.2	chr1	SAMD11	+	925737	944575
NM_207506.2	chr8	SAMD12	-	118377987	118621945
NM_001363274.2	chr8	SAMD12	-	118340741	118621963
NM_001349811.2	chr8	SAMD12	-	118189467	118621963
NM_001101676.2	chr8	SAMD12	-	118189467	118621963
NM_001101676.1	chr8	SAMD12	-	118189458	118621945
NM_001134664.2	chr1	SAMD13	+	84302650	84350798
NM_001134664.1	chr1	SAMD13	+	84302650	84350796
NM_001134663.2	chr1	SAMD13	+	84301707	84350798
NM_001134663.1	chr1	SAMD13	+	84301605	84350022
NM_001010971.3	chr1	SAMD13	+	84298537	84350798
NM_001010971.2	chr1	SAMD13	+	84298365	84350798
NM_174920.4	chr17	SAMD14	-	50110039	50130160
NM_001257359.2	chr17	SAMD14	-	50110039	50130160
NM_001257359.1	chr17	SAMD14	-	50110039	50129822
NM_001010860.2	chr14	SAMD15	+	77377377	77391300
NM_001277185.1	chr6	SAMD3	-	130144301	130215885
NM_001258275.3	chr6	SAMD3	-	130144314	130365868
NM_001258275.2	chr6	SAMD3	-	130144314	130365425
NM_001017373.4	chr6	SAMD3	-	130144314	130222951
NM_001017373.3	chr6	SAMD3	-	130144317	130222954
NM_015589.6	chr14	SAMD4A	+	54567127	54793312
NM_015589.5	chr14	SAMD4A	+	54567611	54793315
NM_001161577.2	chr14	SAMD4A	+	54754832	54793312
NM_001161576.2	chr14	SAMD4A	+	54567611	54793315
NM_018028.3	chr19	SAMD4B	+	39342458	39384902
NM_018028.2	chr19	SAMD4B	+	39342467	39384926
NM_001303614.1	chr19	SAMD4B	+	39342458	39384847
NM_001030060.3	chr6	SAMD5	+	147508689	147570021
NM_001030060.2	chr6	SAMD5	+	147508926	147570021
NM_182610.4	chr3	SAMD7	+	169911571	169939175
NM_182610.2	chr3	SAMD7	+	169911571	169939175
NM_001304366.2	chr3	SAMD7	+	169911571	169939175
NM_144660.3	chr10	SAMD8	+	75111655	75182123
NM_001174156.2	chr10	SAMD8	+	75111655	75182123
NM_001174156.1	chr10	SAMD8	+	75111634	75182123
NM_017654.4	chr7	SAMD9	-	93099517	93117979
NM_017654.3	chr7	SAMD9	-	93099515	93118023
NM_001193307.1	chr7	SAMD9	-	93099512	93118023
NM_152703.5	chr7	SAMD9L	-	93130055	93148385
NM_152703.2	chr7	SAMD9L	-	93130054	93148368
NM_001350085.2	chr7	SAMD9L	-	93130055	93148385
NM_001350084.2	chr7	SAMD9L	-	93130055	93148385
NM_001350083.2	chr7	SAMD9L	-	93130055	93148385
NM_001350083.1	chr7	SAMD9L	-	93130054	93148368
NM_001350082.2	chr7	SAMD9L	-	93130055	93148385
NM_001303500.3	chr7	SAMD9L	-	93130055	93148385
NM_001303500.1	chr7	SAMD9L	-	93135762	93148345
NM_001303498.3	chr7	SAMD9L	-	93130055	93148385
NM_001303497.3	chr7	SAMD9L	-	93130055	93148385
NM_001303496.3	chr7	SAMD9L	-	93130055	93148385
NM_015474.3	chr20	SAMHD1	-	36891823	36951843
NM_001363733.2	chr20	SAMHD1	-	36892692	36951708
NM_001363729.2	chr20	SAMHD1	-	36889772	36951708
NM_015380.5	chr22	SAMM50	+	43955441	43996529
NM_015380.4	chr22	SAMM50	+	43955420	43996533
NM_022136.5	chr21	SAMSN1	-	14485227	14546315
NM_022136.4	chr21	SAMSN1	-	14485227	14546343
NM_001286523.1	chr21	SAMSN1	-	14485227	14546360
NM_001256370.1	chr21	SAMSN1	-	14485227	14583402
NM_024545.4	chr2	SAP130	-	127941221	128027306
NM_024545.3	chr2	SAP130	-	127941217	128027293
NM_001330303.2	chr2	SAP130	-	127941221	128028059
NM_001330302.2	chr2	SAP130	-	127941221	128028059
NM_001330301.2	chr2	SAP130	-	127941221	128028059
NM_001330300.2	chr2	SAP130	-	127941221	128028059
NM_001330299.2	chr2	SAP130	-	127941221	128028059
NM_001145928.1	chr2	SAP130	-	127941216	128027295
NM_005870.4	chr13	SAP18	+	21140513	21149085
NM_001366643.1	chr13	SAP18	+	21140545	21149097
NM_001348680.2	chr7	SAP25	-	100572227	100573900
NM_001348680.1	chr7	SAP25	-	100572227	100573820
NM_001348677.2	chr7	SAP25	-	100572227	100573900
NM_001168682.3	chr7	SAP25	-	100572227	100573900
NM_001168682.1	chr7	SAP25	-	100572227	100573647
NM_003864.4	chr4	SAP30	+	173370953	173377532
NM_003864.3	chr4	SAP30	+	173370942	173377532
NM_013260.8	chr17	SAP30BP	+	75667337	75708059
NM_013260.7	chr17	SAP30BP	+	75667115	75708059
NM_013260.6	chr17	SAP30BP	+	75667115	75708059
NM_001301855.1	chr17	SAP30BP	+	75667115	75708062
NM_001301839.1	chr17	SAP30BP	+	75667115	75708062
NM_024632.6	chr5	SAP30L	+	154445996	154461053
NM_024632.5	chr5	SAP30L	+	154445956	154461054
NM_001131063.2	chr5	SAP30L	+	154445996	154461053
NM_001131062.2	chr5	SAP30L	+	154445996	154461053
NM_001131062.1	chr5	SAP30L	+	154446544	154456331
NM_001039651.1	chr6	SAPCD1	+	31762995	31764850
NM_178448.4	chr9	SAPCD2	-	137062126	137070557
NM_178448.3	chr9	SAPCD2	-	137062123	137070588
NM_020150.5	chr10	SAR1A	-	70147288	70170514
NM_020150.4	chr10	SAR1A	-	70150203	70170523
NM_001142648.2	chr10	SAR1A	-	70147288	70170514
NM_001142648.1	chr10	SAR1A	-	70147288	70170523
NM_016103.4	chr5	SAR1B	-	134601148	134632828
NM_016103.3	chr5	SAR1B	-	134601143	134632988
NM_001033503.3	chr5	SAR1B	-	134601148	134632828
NM_001033503.2	chr5	SAR1B	-	134606801	134632774
NM_016127.6	chr8	SARAF	-	30063002	30083064
NM_001284239.1	chr8	SARAF	-	30063011	30083208
NM_007101.4	chr9	SARDH	-	133663559	133739955
NM_007101.3	chr9	SARDH	-	133663559	133739920
NM_001134707.2	chr9	SARDH	-	133663559	133738352
NM_001134707.1	chr9	SARDH	-	133663563	133738357
NM_015077.4	chr17	SARM1	+	28371693	28404049
NM_015077.3	chr17	SARM1	+	28371661	28404049
NM_033082.4	chr12	SARNP	-	55757269	55817724
NM_033082.3	chr12	SARNP	-	55757273	55817756
NM_006513.3	chr1	SARS	+	109213917	109238120
NM_006513.4	chr1	SARS1	+	109213917	109238182
NM_001330669.1	chr1	SARS1	+	109213892	109238182
NM_017827.4	chr19	SARS2	-	38915265	38930763
NM_017827.3	chr19	SARS2	-	38915265	38930896
NM_001145901.2	chr19	SARS2	-	38915265	38930763
NM_001145901.1	chr19	SARS2	-	38915563	38930761
NM_005146.5	chr11	SART1	+	65961733	65980137
NM_005146.4	chr11	SART1	+	65961688	65979828
NM_014706.4	chr12	SART3	-	108522213	108561173
NM_014706.3	chr12	SART3	-	108522579	108561389
NM_015278.5	chr6	SASH1	+	148342837	148552044
NM_015278.3	chr6	SASH1	+	148342592	148552050
NM_001346509.1	chr6	SASH1	+	148509150	148552050
NM_001346508.2	chr6	SASH1	+	148508498	148552044
NM_001346507.2	chr6	SASH1	+	148508498	148552044
NM_001346506.2	chr6	SASH1	+	148342837	148552044
NM_001346505.2	chr6	SASH1	+	148272327	148552044
NM_001346505.1	chr6	SASH1	+	148342592	148552050
NM_018990.4	chrX	SASH3	+	129779948	129795201
NM_018990.3	chrX	SASH3	+	129779983	129795201
NM_194292.3	chr1	SASS6	-	100083569	100132930
NM_194292.2	chr1	SASS6	-	100083562	100132955
NM_001304829.2	chr1	SASS6	-	100083569	100132930
NM_002970.3	chrX	SAT1	+	23783157	23786223
NM_133491.5	chr17	SAT2	-	7626233	7627821
NM_133491.3	chr17	SAT2	-	7626233	7627855
NM_001320847.2	chr17	SAT2	-	7626233	7627821
NM_001320846.1	chr17	SAT2	-	7626233	7627876
NM_001320845.1	chr17	SAT2	-	7626233	7627876
NM_002971.6	chr3	SATB1	-	18345376	18425339
NM_002971.5	chr3	SATB1	-	18345386	18425337
NM_002971.4	chr3	SATB1	-	18345386	18425337
NM_001322876.2	chr3	SATB1	-	18345376	18444872
NM_001322875.1	chr3	SATB1	-	18345387	18444118
NM_001322874.2	chr3	SATB1	-	18345376	18445592
NM_001322873.2	chr3	SATB1	-	18345376	18444872
NM_001322872.2	chr3	SATB1	-	18345376	18445592
NM_001322871.2	chr3	SATB1	-	18345376	18444872
NM_001195470.3	chr3	SATB1	-	18345376	18425339
